	PROLIFIC_PID	q_id	law_background	age	gender	edu_background	law_interest	relevance	conceptQ	predictionQ	limitationQ	familiarity_concept	perceived_difficulty	familiarity_story_setting	batch_id	concept	concept_question_answer	prediction_question_answer	limitation_question_answer
157	63304bb0700854da0ad87641	19	1.0	6.0	1.0	4.0	5.0	3.0	1.0	3.0	2.0	1.0	4.0	3.0	2	Commanding_precedent	1	3	2
158	655f90b4d00ab411707b33a8	19	1.0	1.0	1.0	4.0	4.0	3.0	1.0	3.0	1.0	3.0	3.0	3.0	2	Commanding_precedent	1	3	2
159	5fed6c9c0d786daf31f29f3d	19	0.0	2.0	1.0	4.0	1.0	3.0	1.0	3.0	2.0	1.0	5.0	2.0	2	Commanding_precedent	1	3	2
160	6529ab7cce64633c2c5cc4a2	19	0.0	0.0	0.0	4.0	5.0	3.0	0.0	3.0	2.0	1.0	4.0	3.0	2	Commanding_precedent	1	3	2
161	5e29fd5f2bec3b065e9a729e	19	0.0	3.0	1.0	4.0	4.0	4.0	1.0	3.0	2.0	1.0	4.0	4.0	2	Commanding_precedent	1	3	2
162	5c81797a5bb27200013c7b1b	19	1.0	1.0	0.0	4.0	5.0	2.0	1.0	0.0	1.0	1.0	4.0	2.0	2	Commanding_precedent	1	3	2
163	60c20992212adb0a37fb5259	19	1.0	1.0	0.0	4.0	3.0	2.0	1.0	1.0	1.0	3.0	5.0	2.0	2	Commanding_precedent	1	3	2
164	65612746d0cb24811468bab3	19	1.0	2.0	0.0	4.0	5.0	3.0	1.0	3.0	1.0	2.0	3.0	3.0	2	Commanding_precedent	1	3	2
165	610ae16b62f0011d7c897a4b	19	1.0	2.0	1.0	4.0	2.0	2.0	0.0	3.0	0.0	1.0	4.0	2.0	2	Commanding_precedent	1	3	2
166	650c40d475f6580650cd7938	19	1.0	0.0	1.0	4.0	4.0	1.0	1.0	3.0	2.0	1.0	5.0	1.0	2	Commanding_precedent	1	3	2
167	655424abfafb67fe33ca8476	19	0.0	0.0	0.0	4.0	4.0	4.0	1.0	1.0	2.0	2.0	3.0	4.0	2	Commanding_precedent	1	3	2
168	653bb543ad732bd7544272be	19	1.0	3.0	0.0	4.0	5.0	3.0	1.0	3.0	2.0	1.0	3.0	3.0	2	Commanding_precedent	1	3	2
169	6537e43c008bb605430a302f	19	1.0	1.0	1.0	4.0	4.0	2.0	1.0	3.0	1.0	2.0	4.0	2.0	2	Commanding_precedent	1	3	2
